;id;type;url;author;metadata_created;title;description;tags
12;b4b9bb7e-4375-40ed-b632-b50875b45800;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnee-epci-du-grand-est;;2022-03-15T11:57:19.129390;réseau hydrographique théorique;réseau hydrographique théorique département base donnée français boulevard carthage® acronyme base donnée cartographie thématique agence ’ eau regroupe entité trait ’ hydrographie constitue réseau lequel peut être modélisé construction ’ réseau hydrographique simplifié drain principal naturel partir boulevard carthage® a constitué premier réseau orienté nationale réseau représente environ kilomètre cour peu moins cinquième totalité boulevard carthage® utilisé plusieurs projet recherche domaine drain principal naturel suffisamment dense avoir bonne représentation cour français effet comprend principalement cour moyenne grand taille détriment cour tête bassin problème représentativité a conduit développement réseau hydrographique étendu prolonge cour moindre taille comme construction efforcés considérer priorité arc naturel boulevard carthage® travail réseau a initié considérant comme référence futur réseau méthode a consisté sélectionner arc base cour ’ eau carthage® connectent directement ’ objectif final ’ obtenir réseau hydrographique plus dense dont arc parfaitement jointifs bien orientés ’ amont ver ’ aval plus naturel classification carthage® réseau hydrographique étendu représente linéaire total kilomètre a partir boulevard ® réseau hydrographique théorique calculé méthode employé permet réseau modèle numérique terrain permet prise compte via réseau permet meilleur estimation limite bassin versant pente tronçon travail important correction réseau a effectué mettre cohérence réel celui modélisé attribut environnementaux calculés arc réseau sein modèle comprennent entre autres estimation surface bassin versant pente débit moyen débit mensuel minimum largeur hauteur module probabilité présence espèce poisson intervalle confiance autour variable calculées fournis couche géographiques utilisées calcul normale période boulevard ® boulevard ® diffusé contact;eau hydrographie donnée ouvertes
13;e115845f-06dc-4c01-8aa3-a69aa35e2cfa;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/reseau-hydrographique-theorique-rht;;2022-04-05T16:48:31.191281;photographie aérienne infra rouge couleur centimètre département;collection numériques infra rouge couleur rectifiées projection produit disponible format image file format résolution centimètre résolution natif dalle kilomètre kilomètre format joint expert group dalle kilomètre kilomètre compose numériques sans habillage ni surcharge produit destiné exploitation numérique usage technique peut être utilisé usage communication laide fonctionnalité simple manipulation contenu informationnel compatible échelle travail plus petit projet réalisation lorrain ’ union européen ’ ’ engage lorrain fond européen développement régional;régionale donnée ouvertes infra rouge couleur photographie aériennes
14;ab00261d-b09b-475a-b565-790e4c9ae3d5;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnees-photographie-aerienne-ign-infra-rouge-couleur-50cm-sur-le-departement-de-la-mosell-2015;;2022-03-05T03:33:40.035432;courbe niveau équidistance métropole grand;courbe niveau mètre métropole grand;imagerie relief occupation sol système géographique altitude courbe donnée ouvertes niveau
15;c8c3e4f9-6914-4834-b5bb-20b06bf1a863;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/3d-courbes-de-niveau-equidistance-1m-2020-metropole-du-grand-nancy;;2022-01-10T14:22:56.045102;modèle numérique terrain métropole grand;modèle numérique terrain créé lors réalisation photo aérienne centimètre effectuée vue ciel photo aérienne;imagerie relief occupation sol modèle numérique terrain système géographique donnée ouvertes
16;e1738940-65a6-4553-82fd-b7a95875d0c9;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/3d-modele-numerique-de-terrain-mnt-2020-metropole-du-grand-nancy;;2022-01-10T14:21:08.025440;modèle numérique centimètre métropole grand;modèle numérique;imagerie relief occupation sol système géographique donnée ouvertes
17;058c8e77-fb1a-40e9-b3c5-f0c2bd6b3614;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/3d-modele-numerique-delevation-mne-50-cm-2020-metropole-du-grand-nancy;;2022-01-10T14:30:22.559389;modèle numérique surface centimètre métropole grand;modèle numérique surface centimètre centimètre créé lors réalisation photo aérienne centimètre effectuée vue ciel relevé;imagerie relief occupation sol système géographique donnée ouvertes modèle numérique terrain
18;c68cd9c5-97bc-4f4f-b01b-9a9a332e7056;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/3d-modele-numerique-de-surface-mns-pas-50-cm-2020-metropole-du-grand-nancy;;2022-01-10T14:20:59.251668;photo centimètre métropole grand;métropole grand réalisée initialement mai actualisée juin plus moitié zone urbanisée résolution dévers degré;administration action publique système géographique donnée ouvertes photo vue vue infrarouge
19;eb28dcfc-1c0d-427a-ab70-3ecba7daddce;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/photos-orthophoto-2021-5-cm-metropole-du-grand-nancy1;;2022-03-09T13:15:54.583611;;localisation territoire agglomération chaque dernier champ permet plus via lien affiché jeu donnée respecte plus socle commun donnée locale format contenu structure personne donnée service open data service déchet;
20;af8b0445-748c-43b9-ac07-ce0abe11ef84;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/dechetteries-et-mini-dechetteries;;2022-01-07T11:04:01.933706;donne modèle numérique terrain surface domaniale;base donnée levé laser aéroporté couvrant partie bassin hydrographique rivière kilomètre meilleur appréhension mécanisme crue;altitude circulation eau référence donnée ouvertes surface terrain écoulement
21;44aa614f-a443-4d6a-8898-f2e7ac01d4d6;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnes-modele-numerique-de-terrain-et-de-surface-dans-lill-domaniale-lidar-2009;;2022-03-15T12:08:51.560076;tronçon cour réglementaires surveillés service prévision crue bassin;cette couche correspond linéaire réglementaire lequel organise surveillance prévision transmission crue linéaire découpé plusieurs tronçon dont mise vigilance jaune orange rouge activée lorsque hauteur observée prévue station vigilance tronçon dépasse seuil défini document référence encadre prévision crue bassin schéma directeur prévision crue bassin document détaille prévision crue bassin règlement surveillance prévision transmission crue document détaille prévision crue bassin règlement surveillance prévision transmission crue mise jour prévue nom jeu donnée;hydrographie crue donnée ouvertes surveillance
22;a892ce5f-31a5-4cec-a660-3446ac4e9c73;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/troncons-de-cours-deau-reglementaires-surveilles-par-les-services-de-prevision-des-crues-spc-me;;2022-04-05T22:26:39.093452;commune actuelles grand sou forme point;commune grand sou forme point champ code commune nom commune code région code département nom département code nom;commune unité administratif donnée ouvertes
23;5214dea0-b2e6-441c-a117-fc9777a2f57e;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnee-communes-actuelles-du-grand-est-sous-forme-de-point;;2022-03-15T12:58:49.763232;plan cadastral informatisé grand;plan cadastral représente limite apparentes propriété plan cadastral informatisé sou format vecteur issu majoritairement plan cadastral papier réalisée cadre convention collectivité territoriale moindre mesure a pu être confectionné directement numérique cadre remaniement loi numéro juillet foncier communément appelé remembrement donnée couvrent grand elles issue fichier format mis disposition site mise jour réalisée suivant mise disposition donnée site mise jour octobre fiche enfant plan cadastral informatisé bâti grand plan cadastral informatisé parcelle grand plan cadastral informatisé section grand plan cadastral informatisé commune grand;cadastre
24;bd62979c-5aa1-4496-aaa2-5b67beba6453;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnee-plan-cadastral-informatise-pci-grand-est;;2022-03-15T12:41:31.189297;dallage département;cette donnée objectif transmettre lien dalle kilomètre;grand donnée ouvertes photographie aérienne
25;26101485-a394-494a-8699-1789b925e95f;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnee-dallages-des-orthophotos-departement-67;;2022-02-01T04:31:31.115102;station utilisées service prévision crue bassin;point correspondent station mesure hauteur météorologiques mesure pluie température utilisées service prévision crue station code champ station météorologiques code champ station peut être mixte météorologique parmi station certaines utilisées écoulement étiage crue champ observation oui certaines aussi utilisées vigilance crue dire niveau prévu atteint cette station peut mise vigilance jaune orange rouge tronçon correspondant champ vigilance oui certaines encore utilisées service prévision crue diffuser prévision chiffrées hauteur attendue via site champ oui document référence encadre prévision crue bassin schéma directeur prévision crue bassin document détaille prévision crue bassin règlement surveillance prévision transmission crue document détaille prévision crue bassin règlement surveillance prévision transmission crue mise jour prévue nom jeu donnée;hydrographie donnée ouvertes station hydrométrie surveillance
27;f6edd67e-71e6-44cd-8c8b-5c280d1146d0;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/stations-hydrometriques-utilisees-par-les-services-de-prevision-des-crues-spc-meuse-moselle-et-;;2022-04-05T18:03:35.018788;;conforme;moissonnage vue aérienne
29;ecb60fcf-b311-4eae-b764-220ab5b58561;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/terrain-daccueil-pour-les-gens-du-voyage-dans-le-departement-des-vosges;;2022-04-05T11:03:25.271725;tracé ligne bus réseau;tracé ligne bus réseau territoire total ligne bus desservent territoire via réseau partie pièce jointes trouverez également plan schématique réseau format personne donnée service open data service transport;
30;5ac6cc27-41e9-4a79-b06e-9685caf6093d;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/orthophotoplan-pcrs-20192;;2022-02-16T10:29:46.857160;annuaire métier collectivité;liste métier exercés sein agglomération classés service total cela représente métier différent agent personne donnée service open data service ressource humaines;
31;2f720e69-ee46-4c8c-8139-ec851b806a0a;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/carto-adresses-2021-metropole-du-grand-nancy;;2022-01-10T14:45:12.957279;composition administratif;composition administratif découpage commune département région nom ancien région point chaque commune utilisation tant associer commune département région composition champ reg identifiant région grand nom région identifiant région nom région numéro département nom département code commune nom commune sans objet sans objet sans objet donnée sou licence ouverte;unité administratif commune donnée ouvertes département fusion région
33;94dc9d96-0a09-4c80-b73c-1ff5407bbc79;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/traces-des-lignes-de-bus-reseau-distribus;;2021-12-09T16:19:25.412223;document vigueur commune;description commune document vigueur observation peuvent certaines commune permettre connaître date procédure cour différent document réglementation présent territoire règlement national plan local plu carte communale municipal personne donnée service open data florence service aménagement;
35;bfa7410b-7928-43d6-b115-8f31793fbea7;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/annuaire-des-metiers-de-la-collectivite;;2022-01-07T11:17:43.050694;commune grand petit échelle;donnée commune grand mise jour régulière management valorisation donnée région grand géométrie issue base géométrie prise compte fusion table basée table sélection champ source région grand champ code nom commune statut administratif superficie kilomètre densité selon code région code département nom département identifiant canton libellé canton identifiant ’ arrondissement libellé ’ arrondissement population source donnée cas numéro – – potentiel financier habitant inférieur potentiel financier moyen strate effort fiscal supérieur fiscal moyen strate cas numéro – potentiel financier habitant inférieur potentiel financier moyen strate effort fiscal inférieur fiscal moyen strate cas numéro – potentiel financier habitant supérieur potentiel financier moyen strate effort fiscal supérieur fiscal moyen strate cas numéro potentiel financier habitant supérieur potentiel financier identifiant maison région vue lycée nom maison région vue lycée identifiant maison région nom maison région identifiant maison région vue développement économie nom maison région vue développement économie identifiant maison région vue aménagement nom maison région vue aménagement identifiant maison région vue formation pro nom maison région vue formation pro identifiant maison région vue transport nom maison région vue transport cf cf nom pays nom complet pays indication pays code cas identifiant pays code ’ nom ’ nature juridique ’ fiscal ’ nombre commune ’ vide population municipale identifiant nom complet nature juridique nom court identifiant nom identifiant massif nom massif identifiant zone ’ emploi nom zone ’ emploi nom gal identifiant gal population municipale population municipale population municipale population municipale population municipale population municipale population municipale population municipale population municipale population municipale population municipale population municipale population municipale population sans double compte population sans double compte population sans double compte population sans double compte population sans double compte population sans double compte code bassin vie nom bassin vie nom ville centre bassin vie type bassin vie identifiant ’ unité urbaine nom ’ unité urbaine type commune ’ unité urbaine statut commune urbaine statut commune code calculé fonction population recensement heure hors unité urbaine banlieue ville isolé double double double double;commune limite communale système géographique administratif donnée ouvertes
36;24f62a5b-b53c-43c2-80b1-a5e1e4f99b3b;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnee-composition-administrative-de-la-france-metropolitaine;;2022-03-15T12:56:02.562333;quartier prioritaire politique ville;jeu donnée présent portail extrait dune base donnée nationale obtenir seulement donnée agglomération néanmoins trouverez descriptif valable jeu donnée détaille périmètre quartier prioritaire politique périmètre quartier prioritaire politique ville fixé décret numéro décembre métropole décret numéro décembre département loi programmation ville cohésion urbaine février prévoit article modalité réforme géographie prioritaire politique ville détaillées métropole décret numéro juillet relatif liste nationale quartier prioritaire politique ville modalité particulières détermination département métropolitain territoire décret numéro décembre relatif modalité détermination quartier prioritaire politique ville particulières département français périmètre viennent substituer zone urbaines sensible quartier contrat urbain cohésion sociale compter janvier;
38;9d3986b0-3f1e-43e7-9695-c5ee9c9467a3;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/occupation-du-sol-grand-est-2010-ardennes1;;2022-04-15T20:06:37.553623;centimètre département;centimètre département;régionale donnée ouvertes photographie aériennes
39;d4350c4f-208b-4367-abb4-a622655817e3;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/document-durbanisme-en-vigueur-par-commune;;2022-01-07T11:16:26.203103;point volontaire;localisation point volontaire territoire agglomération plusieurs type point existent peuvent parfois trouver endroit liste différent type point volontaire selon déchet acceptés chacun conteneur emballage ménager ordure autres type déchet jeu donnée site dépôt déchet vert disponible portail open data personne donnée service open data service déchet;
40;7a6555b3-2c04-469a-850f-3030eb398f7f;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/subventions-allouees-par-saint-louis-agglomeration-en-2020;;2022-01-07T11:03:39.152911;eau cartographie cour;inventaire cartographique écoulement;eau hydrographie cartographie cour donnée ouvertes eau hydrographie
41;daadd3e5-5650-491a-a1cf-d6bcddb037d5;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnee-commune-du-grand-est-petite-echelle;;2022-03-15T12:22:54.490374;dotation soutien local grand;jeu donnée diffusé secrétaire général affaire régionales européen grand contient donnée subvention attribuées préfecture région grand cadre dotation soutien local fond national a créé afin soutenir public porté collectivité locale soutenir secteur permet financer réalisation projet travaux lié thématique prioritaire telles cadre vie territoire transition énergétique encore mobilité cette dotation géré localement préfet accompagne territoriale contrat pacte action ville opération relevant grand priorité règle nationale fixent répartition annuelle crédit entre région prorata population région population unité urbaines moins habitant grand régionale ensuite répartie entre département selon critère population densité population revenu ménage enveloppe allouées département varie donc selon critère département plus peuplés disposent ’ enveloppe plus conséquente toutefois objectif cohésion territoriale critère densité revenu rééquilibrent répartition faveur département moins peuplés cumulant fragilité jeu donnée proposé contient subvention attribuées titre ’ année chaque fin ’ année complété nouveau millésime subvention ’ année particulière cadre plan relance gouvernement a décidé doter million supplémentaires afin ’ accompagner rapidement massivement projet commune leurs groupement ainsi part cette dotation supplémentaire dite « exceptionnelle » ’ ajoutée dotation classique financer réalisation ’ opération structurantes territoire quotidien habitant selon axe prioritaire transition écologique rénovation ’ espace public ’ adaptation changement climatique gestion eau pluviales mode déplacement actif doux résilience sanitaire ’ amélioration ’ offre soin réseau ’ assainissement ’ adduction ’ eau potable préservation patrimoine public historique culturel autre part constituant volet spécifique dédiée soutien rénovation énergétique bâtiment collectivité territoriale afin diminuer consommation énergétique bâtiment communaux intercommunaux;donnée ouvertes subvention
42;9daf2a8f-43e6-4a4f-b83b-8a42fbd47a8f;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/quartiers-prioritaires-de-la-politique-de-la-ville-qpv;;2022-01-07T11:05:37.986320;territoire commune maire population;description succincte commune territoire agglomération différentes information nom maire surface ha population depuis adresse mairie numéro téléphone mairie lien ver site internet donnée service open data;
43;bb6c2836-650d-4b6b-a5c8-314ea4200f49;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/consommation-annuelle-delectricite-et-gaz-par-iris-et-par-secteur-dactivite;support-services@agenceore.fr;2022-03-28T14:13:12.459505;donnée essentielles commande publique;liste marché public conclus agglomération objet marché montant type procédure date notification publication durée etc jeu donnée respecte plus socle commun donnée locale format contenu structure personne donnée service open data service commande publique;
44;05e7b4f8-e857-4d0f-98b6-5d1a92009594;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnees-orthophotographie-2007-rvb-50cm-sur-le-departement-du-bas-rhin-67;;2021-11-24T14:13:38.336564;périmètre département;périmètre département champ code département nom département nom région nom région code région code région;unité administratif donnée ouvertes
47;181a4cbd-0368-4d6e-ace7-34c02717f4c2;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/points-dapport-volontaire;;2021-12-09T16:12:06.627660;site dépôt déchet vert;localisation site dépôt déchet vert présent territoire agglomération jeu donnée respecte plus socle commun donnée locale format contenu structure personne donnée service open data service déchet;
48;1640e536-7a32-4f80-bf36-6fc0480b0362;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/eau-cartographie-des-cours-deau-en-meurthe-et-moselle;;2022-04-06T01:11:36.703083;photo infra rouge centimètre métropole grand;infrarouge métropole grand réalisée mai résolution dévers degré;administration action publique système géographique donnée ouvertes photo vue vue infrarouge
49;d14a6ffe-1b94-4c50-a958-9f373be487fd;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/dotation-de-soutien-a-linvestissement-local-de-2018-a-2021-grand-est;;2021-11-03T16:46:21.368703;taxe séjour depuis;jeu donnée permet visualiser taxe séjour recette agglomération depuis selon type hôtel tourisme meublé tourisme chambre terrain camping résidence tourisme port plaisance personne donnée service open data guillaume service tourisme emploi;
50;6e9716b5-b774-4c27-a0c7-b202394f37c6;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/le-territoire-communes-maire-population;;2022-01-07T11:00:14.598880;déploiement haut très haut débit;jeu donnée a filtré commune membre agglomération description donnée échelle jeu donnée détaille déploiement haut très haut débit donnée issue collecte trimestrielle observatoire gros titre décision numéro mise jour manière trimestrielle présente notamment nombre logement taux logement nombre total logement issu base taux logement parfois supérieur raison entre nombre logement affiché nombre logement raccordés affiché différent opérateur présent colonne non documentées jeu donnée originels reprise donnée donc mise côté possible réincorporer ’ avenir exemple lors ’ mise jour documentation hiérarchie label taux couverture type zone;
51;6c563a41-3e9b-43fb-93a3-f5bb00110c79;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnees-essentielles-de-la-commande-publique-2020;;2021-12-09T16:45:09.770528;donnée essentielles commande publique;liste marché public conclus agglomération objet marché montant type procédure date notification publication durée etc jeu donnée respecte plus socle commun donnée locale format contenu structure personne donnée service open data service commande publique;
53;f27f1adb-ef22-4118-aea2-63a9d069c3b1;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnee-perimetre-des-departements-de-france-metropolitaine;;2022-03-15T12:48:49.098104;aménagement cyclables existant;localisation aménagement cyclables existant territoire classés type bande cyclable trottoir bande cyclable chaussée piste cyclable site propre voie verte chemin rural route forestier voie partagée itinéraire donnée service open data service patrimoine infrastructure;
54;84109184-f91c-4913-9a64-6e45c50ca816;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnee-region-de-france-metropolitaine;;2022-03-15T13:30:39.955887;annuaire;jeu donnée produit ministère nationale jeunesse ici retrouverez seulement donnée concernant territoire agglomération descriptif donnée annuaire donnée établissement public privé ouvert situés jeu donnée couvre premier degré second degré centre ainsi établissement donnée;
55;ef249c9a-cabd-423f-ae90-c7bb8bee751b;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/bibliotheques-mediatheques;;2021-12-09T16:09:29.095248;structure population active activité commune;jeu donnée présent portail extrait dune base donnée nationale obtenir seulement donnée agglomération néanmoins trouverez descriptif valable jeu donnée contient donnée structure population français entre enrichissement ajout hiérarchie administratif département région voir aussi structure population active activité département structure population active sexe activité commune structure population active sexe activité département;
56;d41c789c-7f93-4a34-aa3e-3a9fa7b42f2c;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/sites-de-depot-des-dechets-verts;;2022-01-07T11:07:00.359487;grand;donnée schéma cohérence territoriale grand mise jour quotidien service connaissance géométrie issue base;limite administratif donnée ouvertes
57;9fbd4e2d-79e5-430e-94a5-2f53ea208670;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/photos-orthophoto-infra-rouge-irc-2020-10-cm-metropole-du-grand-nancy;;2022-02-21T12:51:23.917642;massif;donnée territoire massif selon mise jour quotidien service connaissance géométrie issue base;limite territoire massif territoire massif administratif donnée ouvertes
58;16234496-cc95-4ecf-b417-a4b76df4c27f;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/taxe-de-sejour-depuis-2018;;2021-12-09T16:06:22.020481;département grand;donnée département mise jour quotidien service connaissance géométrie issue base;limite administratif donnée ouvertes
59;82476360-0d7f-4e53-b385-c32d16fc42a8;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/deploiement-du-haut-et-tres-haut-debit;;2022-01-07T11:18:05.498005;pays grand;donnée pays grand mise jour quotidien service connaissance géométrie issue base;limite pays limite pays administratif donnée ouvertes
60;0d23114b-6caf-4fe0-914b-23da8fa6a015;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/donnees-essentielles-de-la-commande-publique-2019;;2022-01-07T11:06:35.974776;grand;couche donnée issue mise jour site protégé mise nouvelle foi jour janvier ’ établissement réserve naturel compétence a conférée région loi démocratie proximité décret mai a précisé modalité principe modalité classement réserve naturel régionales ceux réserve naturel nationale cette couche donnée a mise jour janvier territoire région grand;donnée ouvertes réserve naturel régionale
61;a399bf7f-eda4-4ae4-9db9-99c943778722;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/cumul-des-10-plus-hautes-remunerations-de-saint-louis-agglomeration;;2021-12-09T16:13:46.797207;parc naturel régional grand;donnée parc naturel régional grand mise jour quotidien service connaissance géométrie issue base attention a deux objet géographiques représenter nord correspond périmètre réel prenant compte fraction commune prenant compte deux commune cette indication portée nom;limite parc naturel administratif donnée ouvertes
62;9505a978-8c0a-4544-888a-2ca1db9066a5;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/amenagements-cyclables-existants;;2021-12-09T16:15:09.320320;portrait foncier région grand;nom couche;foncier sol donnée ouvertes
63;e41f4f40-51cd-402f-a580-1178ed1e44ce;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/annuaire-de-leducation;;2022-01-07T11:09:57.088684;a servitude relative forêt dites protection;peuvent être classés comme forêt protection cause publique bois forêt dont conservation reconnue nécessaire maintien terre montagne pente défense contre avalanche érosion envahissement eau sable bois forêt situés périphérie grand agglomération bois forêt situés zone maintien raison écologiques population forêt protection soumises régime forestier spécial concerne notamment règle pâturage droit fouille extraction matériaux ainsi recherche ressource eau collectivité publiques leurs délégataire classement comme forêt protection interdit tout changement tout mode sol nature compromettre conservation protection boisement dune servitude champ spatial autrement dit zone géographique duquel servitude champ spatial peut être défini notamment cas particulier servitude dégagement aéroport servitude protection centre transmission radioélectrique;aménagement servitude zone gestion restriction réglementation unité déclaration assiette servitude donnée ouvertes servitude
